symbol,open,high,low,close,volume,timestamp,latency_ms,source,tick_index,interval
NIFTY,23533.536585494217,23555.36239979596,23523.85296839986,23547.575821384184,2844,2026-01-15 10:59:46 IST,29,TradingView (REAL-TIME),475,2s
BANKNIFTY,25115.880918673065,25117.566493996022,25097.766122477868,25104.36671473162,8184,2026-01-15 10:59:46 IST,198,TradingView (REAL-TIME),476,2s
NIFTY,23547.575821384184,23550.206400256193,23532.255350653184,23540.131706319313,8722,2026-01-15 10:59:48 IST,281,TradingView (REAL-TIME),477,2s
BANKNIFTY,25104.36671473162,25105.496726438072,25054.199859013395,25059.313453043495,3354,2026-01-15 10:59:48 IST,72,TradingView (REAL-TIME),478,2s
NIFTY,23540.131706319313,23542.98230200121,23528.07490259951,23532.985104166124,5145,2026-01-15 10:59:50 IST,441,TradingView (REAL-TIME),479,2s
BANKNIFTY,25059.313453043495,25131.915911537148,25049.586163472846,25128.4885942684,6602,2026-01-15 10:59:50 IST,379,TradingView (REAL-TIME),480,2s
NIFTY,23532.985104166124,23590.427552011137,23530.986899796528,23587.91914929742,9919,2026-01-15 10:59:52 IST,108,TradingView (REAL-TIME),481,2s
BANKNIFTY,25128.4885942684,25174.780612049322,25120.163140989356,25172.658585949626,5866,2026-01-15 10:59:52 IST,380,TradingView (REAL-TIME),482,2s
NIFTY,23587.91914929742,23590.750564832648,23568.2965956104,23573.621554445355,7992,2026-01-15 10:59:54 IST,368,TradingView (REAL-TIME),483,2s
BANKNIFTY,25172.658585949626,25177.500705932565,25101.08989071598,25104.501983500002,7475,2026-01-15 10:59:54 IST,142,TradingView (REAL-TIME),484,2s
NIFTY,23573.621554445355,23634.922147001093,23564.332353293797,23627.22048264889,7899,2026-01-15 10:59:56 IST,194,TradingView (REAL-TIME),485,2s
BANKNIFTY,25104.501983500002,25170.726514672784,25100.05952346869,25161.870154629076,9864,2026-01-15 10:59:56 IST,455,TradingView (REAL-TIME),486,2s
NIFTY,23627.22048264889,23631.96300318603,23608.900734153496,23609.684906314964,7682,2026-01-15 10:59:58 IST,165,TradingView (REAL-TIME),487,2s
BANKNIFTY,25161.870154629076,25165.12632166247,25137.19718039879,25141.38060901285,3404,2026-01-15 10:59:58 IST,310,TradingView (REAL-TIME),488,2s
NIFTY,23609.684906314964,23657.627681921073,23603.57631491888,23655.83165677348,2482,2026-01-15 11:00:00 IST,108,TradingView (REAL-TIME),489,2s
BANKNIFTY,25141.38060901285,25198.31182945363,25133.898021576464,25188.989040145563,1218,2026-01-15 11:00:00 IST,67,TradingView (REAL-TIME),490,2s
NIFTY,23655.83165677348,23664.52972548502,23614.924554627964,23617.23119389831,6862,2026-01-15 11:00:02 IST,115,TradingView (REAL-TIME),491,2s
BANKNIFTY,25188.989040145563,25197.049411070457,25185.55776165092,25191.85325000171,7731,2026-01-15 11:00:02 IST,253,TradingView (REAL-TIME),492,2s
NIFTY,23617.23119389831,23622.725960905573,23610.57040272045,23615.14476387549,6428,2026-01-15 11:00:04 IST,244,TradingView (REAL-TIME),493,2s
BANKNIFTY,25191.85325000171,25214.232134039532,25189.79175333471,25211.276687384183,2878,2026-01-15 11:00:04 IST,341,TradingView (REAL-TIME),494,2s
NIFTY,23615.14476387549,23623.759897153705,23612.261635760762,23615.310551745602,1371,2026-01-15 11:00:06 IST,84,TradingView (REAL-TIME),495,2s
BANKNIFTY,25211.276687384183,25258.68055752474,25203.591728679734,25252.725289842976,6456,2026-01-15 11:00:06 IST,100,TradingView (REAL-TIME),496,2s
NIFTY,23615.310551745602,23623.051512873695,23607.040681511382,23613.295510461714,2455,2026-01-15 11:00:08 IST,447,TradingView (REAL-TIME),497,2s
BANKNIFTY,25252.725289842976,25282.850146614473,25249.639495405478,25274.537764474313,4978,2026-01-15 11:00:08 IST,475,TradingView (REAL-TIME),498,2s
NIFTY,23613.295510461714,23623.568932304504,23609.232704701804,23619.04789676104,7645,2026-01-15 11:00:10 IST,227,TradingView (REAL-TIME),499,2s
BANKNIFTY,25274.537764474313,25345.44164852632,25269.263654855848,25345.024685418637,4591,2026-01-15 11:00:10 IST,113,TradingView (REAL-TIME),500,2s
NIFTY,23619.04789676104,23660.348511815955,23617.723534845667,23654.00998905439,4808,2026-01-15 11:00:12 IST,231,TradingView (REAL-TIME),501,2s
BANKNIFTY,25345.024685418637,25381.653339938246,25343.120847984825,25378.70041810175,9079,2026-01-15 11:00:12 IST,448,TradingView (REAL-TIME),502,2s
NIFTY,23654.00998905439,23722.266650716327,23653.387678150124,23721.204795293328,1029,2026-01-15 11:00:14 IST,222,TradingView (REAL-TIME),503,2s
BANKNIFTY,25378.70041810175,25427.324580860863,25376.85792939895,25426.551520878278,5577,2026-01-15 11:00:14 IST,412,TradingView (REAL-TIME),504,2s
NIFTY,23721.204795293328,23729.84262664063,23686.437414566943,23694.733717380426,4376,2026-01-15 11:00:16 IST,459,TradingView (REAL-TIME),505,2s
BANKNIFTY,25426.551520878278,25465.459645943865,25418.255263777653,25463.734795758974,4178,2026-01-15 11:00:17 IST,169,TradingView (REAL-TIME),506,2s
NIFTY,23694.733717380426,23704.519818652192,23626.703074566016,23628.216518691865,6974,2026-01-15 11:00:19 IST,431,TradingView (REAL-TIME),507,2s
BANKNIFTY,25463.734795758974,25537.528807347117,25453.86676890891,25534.154943357917,2512,2026-01-15 11:00:19 IST,89,TradingView (REAL-TIME),508,2s
NIFTY,23628.216518691865,23639.405377245894,23625.79047556997,23630.764273010263,8535,2026-01-15 11:00:21 IST,90,TradingView (REAL-TIME),509,2s
BANKNIFTY,25534.154943357917,25579.710738065423,25532.06704245219,25570.45923711467,6122,2026-01-15 11:00:21 IST,81,TradingView (REAL-TIME),510,2s
NIFTY,23630.764273010263,23702.04782438295,23630.545566419427,23700.38095454147,6269,2026-01-15 11:00:23 IST,363,TradingView (REAL-TIME),511,2s
BANKNIFTY,25570.45923711467,25579.545147899014,25560.062887303087,25563.166021552886,2949,2026-01-15 11:00:23 IST,410,TradingView (REAL-TIME),512,2s
NIFTY,23700.38095454147,23703.366146776887,23634.22939969951,23642.357979471293,6884,2026-01-15 11:00:25 IST,147,TradingView (REAL-TIME),513,2s
BANKNIFTY,25563.166021552886,25568.68006798084,25550.31322543855,25558.78849046593,5859,2026-01-15 11:00:25 IST,247,TradingView (REAL-TIME),514,2s
NIFTY,23642.357979471293,23644.949614340596,23622.18632649274,23625.091871360237,2597,2026-01-15 11:00:27 IST,473,TradingView (REAL-TIME),515,2s
BANKNIFTY,25558.78849046593,25615.417959711474,25549.246404827743,25615.30328148306,6977,2026-01-15 11:00:27 IST,184,TradingView (REAL-TIME),516,2s
NIFTY,23625.091871360237,23633.52775099604,23620.912687784414,23627.239286701264,2530,2026-01-15 11:00:29 IST,393,TradingView (REAL-TIME),517,2s
BANKNIFTY,25615.30328148306,25621.55008777265,25537.25144357459,25546.941508672833,1830,2026-01-15 11:00:29 IST,229,TradingView (REAL-TIME),518,2s
NIFTY,23627.239286701264,23631.365523734585,23611.92495950782,23617.594410157104,2086,2026-01-15 11:00:31 IST,413,TradingView (REAL-TIME),519,2s
BANKNIFTY,25546.941508672833,25583.476545854777,25540.74006749907,25575.00418079319,6446,2026-01-15 11:00:31 IST,309,TradingView (REAL-TIME),520,2s
NIFTY,23617.594410157104,23619.627360472492,23588.500611651914,23589.398925802234,1504,2026-01-15 11:00:33 IST,428,TradingView (REAL-TIME),521,2s
BANKNIFTY,25575.00418079319,25576.74096776138,25558.199045984016,25564.191254712965,9017,2026-01-15 11:00:33 IST,312,TradingView (REAL-TIME),522,2s
NIFTY,23589.398925802234,23598.052413939746,23513.35621510996,23520.34775992324,8954,2026-01-15 11:00:35 IST,322,TradingView (REAL-TIME),523,2s
BANKNIFTY,25564.191254712965,25604.59804356128,25558.48571907115,25599.311183240887,8952,2026-01-15 11:00:35 IST,174,TradingView (REAL-TIME),524,2s
NIFTY,23520.34775992324,23565.8105257556,23511.5082704656,23565.566488121956,6343,2026-01-15 11:00:37 IST,63,TradingView (REAL-TIME),525,2s
BANKNIFTY,25599.311183240887,25608.548922475315,25539.938544719218,25547.20703542223,2845,2026-01-15 11:00:37 IST,186,TradingView (REAL-TIME),526,2s
NIFTY,23565.566488121956,23619.35632158196,23557.457985502257,23613.232388964996,8266,2026-01-15 11:00:39 IST,85,TradingView (REAL-TIME),527,2s
BANKNIFTY,25547.20703542223,25561.670308361,25540.087557444876,25552.480165196386,2613,2026-01-15 11:00:40 IST,211,TradingView (REAL-TIME),528,2s
NIFTY,23613.232388964996,23619.428703264344,23591.547246677575,23592.510542038206,7651,2026-01-15 11:00:42 IST,95,TradingView (REAL-TIME),529,2s
BANKNIFTY,25552.480165196386,25553.1867614696,25537.5959412317,25537.8969211512,7025,2026-01-15 11:00:42 IST,385,TradingView (REAL-TIME),530,2s
NIFTY,23592.510542038206,23592.695401506044,23575.42755617867,23584.94146564584,3694,2026-01-15 11:00:44 IST,458,TradingView (REAL-TIME),531,2s
BANKNIFTY,25537.8969211512,25541.177066911467,25462.888534537706,25471.662043309832,9319,2026-01-15 11:00:44 IST,306,TradingView (REAL-TIME),532,2s
NIFTY,23584.94146564584,23637.685185203256,23581.61939805319,23636.626886551203,2008,2026-01-15 11:00:46 IST,466,TradingView (REAL-TIME),533,2s
BANKNIFTY,25471.662043309832,25552.642554444636,25471.17246740486,25545.39164143492,4399,2026-01-15 11:00:47 IST,93,TradingView (REAL-TIME),534,2s
NIFTY,23636.626886551203,23646.462510901838,23602.195661747333,23602.979150796276,9849,2026-01-15 11:00:49 IST,297,TradingView (REAL-TIME),535,2s
BANKNIFTY,25545.39164143492,25549.668805809644,25511.457983923174,25511.819620453065,7690,2026-01-15 11:00:49 IST,254,TradingView (REAL-TIME),536,2s
NIFTY,23602.979150796276,23609.565857304402,23554.86256441527,23558.932696080912,1219,2026-01-15 11:00:51 IST,441,TradingView (REAL-TIME),537,2s
BANKNIFTY,25511.819620453065,25530.508842659096,25504.401269923957,25524.953592829865,4256,2026-01-15 11:00:51 IST,206,TradingView (REAL-TIME),538,2s
NIFTY,23558.932696080912,23564.80530863774,23527.627207364392,23528.018183052704,7708,2026-01-15 11:00:53 IST,266,TradingView (REAL-TIME),539,2s
BANKNIFTY,25524.953592829865,25581.41944760478,25517.029657628496,25576.59994104875,6139,2026-01-15 11:00:53 IST,471,TradingView (REAL-TIME),540,2s
NIFTY,23528.018183052704,23537.401686063873,23514.098924773563,23523.392885375775,7921,2026-01-15 11:00:55 IST,464,TradingView (REAL-TIME),541,2s
BANKNIFTY,25576.59994104875,25583.678011052878,25530.402814244066,25533.367407577425,5146,2026-01-15 11:00:55 IST,288,TradingView (REAL-TIME),542,2s
NIFTY,23523.392885375775,23523.94167033294,23487.20516401361,23489.662079579623,2509,2026-01-15 11:00:57 IST,252,TradingView (REAL-TIME),543,2s
BANKNIFTY,25533.367407577425,25562.697790212827,25530.59741451094,25562.522652642703,8643,2026-01-15 11:00:57 IST,413,TradingView (REAL-TIME),544,2s
NIFTY,23489.662079579623,23498.091846813106,23420.116779266682,23429.85926364545,9514,2026-01-15 11:00:59 IST,392,TradingView (REAL-TIME),545,2s
BANKNIFTY,25562.522652642703,25615.882948278122,25562.052819540026,25606.895470398413,3955,2026-01-15 11:00:59 IST,152,TradingView (REAL-TIME),546,2s
NIFTY,23429.85926364545,23435.10467873556,23396.183216949667,23404.35684448703,3778,2026-01-15 11:01:01 IST,86,TradingView (REAL-TIME),547,2s
BANKNIFTY,25606.895470398413,25629.49410125232,25598.818867986,25622.922500760105,1047,2026-01-15 11:01:01 IST,469,TradingView (REAL-TIME),548,2s
NIFTY,23404.35684448703,23465.341795957327,23403.21501023611,23456.089486765064,5075,2026-01-15 11:01:03 IST,158,TradingView (REAL-TIME),549,2s
BANKNIFTY,25622.922500760105,25631.491931989185,25605.376282023244,25613.055206362274,9179,2026-01-15 11:01:03 IST,389,TradingView (REAL-TIME),550,2s
NIFTY,23456.089486765064,23466.059962955936,23447.593997738015,23464.717422822345,7546,2026-01-15 11:01:05 IST,46,TradingView (REAL-TIME),551,2s
BANKNIFTY,25613.055206362274,25663.280266072044,25610.5723773064,25659.25494658488,8044,2026-01-15 11:01:05 IST,473,TradingView (REAL-TIME),552,2s
NIFTY,23464.717422822345,23472.35667325925,23408.687762223322,23412.33473945713,3787,2026-01-15 11:01:08 IST,349,TradingView (REAL-TIME),553,2s
BANKNIFTY,25659.25494658488,25668.539704286908,25592.71481105373,25601.040903030796,9582,2026-01-15 11:01:08 IST,378,TradingView (REAL-TIME),554,2s
NIFTY,23412.33473945713,23420.730064100888,23369.065512543162,23373.799260041884,6933,2026-01-15 11:01:10 IST,236,TradingView (REAL-TIME),555,2s
BANKNIFTY,25601.040903030796,25605.3461163725,25569.170558203223,25573.746910319187,1216,2026-01-15 11:01:10 IST,357,TradingView (REAL-TIME),556,2s
NIFTY,23373.799260041884,23379.044075872367,23342.123342264404,23349.494900101734,6827,2026-01-15 11:01:12 IST,94,TradingView (REAL-TIME),557,2s
BANKNIFTY,25573.746910319187,25645.385221456934,25573.24603158282,25643.546703572636,9496,2026-01-15 11:01:12 IST,31,TradingView (REAL-TIME),558,2s
NIFTY,23349.494900101734,23415.423379024985,23345.96400285275,23409.86029321726,2582,2026-01-15 11:01:14 IST,190,TradingView (REAL-TIME),559,2s
BANKNIFTY,25643.546703572636,25647.138566252765,25584.459051860777,25590.01730029406,3638,2026-01-15 11:01:14 IST,243,TradingView (REAL-TIME),560,2s
NIFTY,23409.86029321726,23413.447417195835,23349.52282478304,23355.57629854905,9505,2026-01-15 11:01:16 IST,159,TradingView (REAL-TIME),561,2s
BANKNIFTY,25590.01730029406,25633.571755977806,25585.872996798375,25627.39232005438,5899,2026-01-15 11:01:16 IST,494,TradingView (REAL-TIME),562,2s
NIFTY,23355.57629854905,23359.7360940703,23296.773328595744,23305.481936731147,9371,2026-01-15 11:01:18 IST,254,TradingView (REAL-TIME),563,2s
BANKNIFTY,25627.39232005438,25629.130331996967,25588.872987215425,25596.390291727654,8547,2026-01-15 11:01:18 IST,337,TradingView (REAL-TIME),564,2s
NIFTY,23305.481936731147,23345.392515099447,23298.941260511456,23339.94145372737,7238,2026-01-15 11:01:20 IST,261,TradingView (REAL-TIME),565,2s
BANKNIFTY,25596.390291727654,25603.839417958887,25547.23612404423,25547.75956444943,1777,2026-01-15 11:01:20 IST,364,TradingView (REAL-TIME),566,2s
NIFTY,23339.94145372737,23348.284663578288,23339.265167180598,23342.060652622662,2258,2026-01-15 11:01:22 IST,131,TradingView (REAL-TIME),567,2s
BANKNIFTY,25547.75956444943,25560.92124034116,25540.64059593282,25557.70395758334,5073,2026-01-15 11:01:22 IST,449,TradingView (REAL-TIME),568,2s
NIFTY,23342.060652622662,23344.20948585943,23319.124572794368,23327.701991269056,6804,2026-01-15 11:01:24 IST,422,TradingView (REAL-TIME),569,2s
BANKNIFTY,25557.70395758334,25630.062801564127,25549.60670708448,25628.382306578584,9591,2026-01-15 11:01:24 IST,456,TradingView (REAL-TIME),570,2s
NIFTY,23327.701991269056,23369.00599817671,23321.309245974233,23365.62787818053,6168,2026-01-15 11:01:26 IST,222,TradingView (REAL-TIME),571,2s
BANKNIFTY,25628.382306578584,25632.580329280085,25626.808505505374,25629.740205448335,1242,2026-01-15 11:01:26 IST,270,TradingView (REAL-TIME),572,2s
NIFTY,23365.62787818053,23410.731422024186,23359.638700833337,23402.175893898162,7530,2026-01-15 11:01:28 IST,331,TradingView (REAL-TIME),573,2s
BANKNIFTY,25629.740205448335,25632.145538216322,25598.993896048058,25604.381722313206,5203,2026-01-15 11:01:28 IST,269,TradingView (REAL-TIME),574,2s
NIFTY,23402.175893898162,23411.041150329558,23353.4615866914,23355.568974013808,2829,2026-01-15 11:01:30 IST,256,TradingView (REAL-TIME),575,2s
BANKNIFTY,25604.381722313206,25680.439454704916,25598.821205536227,25677.802795423424,8296,2026-01-15 11:01:30 IST,91,TradingView (REAL-TIME),576,2s
NIFTY,23355.568974013808,23408.297328701392,23346.04786288332,23401.169036230276,2583,2026-01-15 11:01:32 IST,414,TradingView (REAL-TIME),577,2s
BANKNIFTY,25677.802795423424,25689.132461847552,25676.636829395575,25682.50331302901,1897,2026-01-15 11:01:32 IST,208,TradingView (REAL-TIME),578,2s
NIFTY,23401.169036230276,23406.72974450105,23398.227194733823,23405.813104908546,5432,2026-01-15 11:01:35 IST,166,TradingView (REAL-TIME),579,2s
BANKNIFTY,25682.50331302901,25750.06047373884,25674.365523517627,25741.433256637745,9860,2026-01-15 11:01:35 IST,95,TradingView (REAL-TIME),580,2s
NIFTY,23405.813104908546,23410.398786984526,23371.077619530784,23377.647299410863,3385,2026-01-15 11:01:37 IST,353,TradingView (REAL-TIME),581,2s
BANKNIFTY,25741.433256637745,25750.198333304237,25730.90087637275,25740.241188866865,8078,2026-01-15 11:01:37 IST,313,TradingView (REAL-TIME),582,2s
NIFTY,23377.647299410863,23382.105309431317,23357.459228191517,23359.67204963012,5833,2026-01-15 11:01:39 IST,392,TradingView (REAL-TIME),583,2s
BANKNIFTY,25740.241188866865,25802.619006792636,25736.835314478976,25792.89852128373,6565,2026-01-15 11:01:39 IST,205,TradingView (REAL-TIME),584,2s
NIFTY,23359.67204963012,23363.36364127814,23313.802805476964,23318.5062056398,9549,2026-01-15 11:01:41 IST,68,TradingView (REAL-TIME),585,2s
BANKNIFTY,25792.89852128373,25801.985515063072,25727.450639380935,25729.88582155679,3950,2026-01-15 11:01:41 IST,461,TradingView (REAL-TIME),586,2s
NIFTY,23318.5062056398,23322.048613985564,23274.175606677727,23281.62314470071,5791,2026-01-15 11:01:43 IST,258,TradingView (REAL-TIME),587,2s
BANKNIFTY,25729.88582155679,25769.559809977443,25728.548145384615,25764.703387661648,9809,2026-01-15 11:01:43 IST,416,TradingView (REAL-TIME),588,2s
NIFTY,23281.62314470071,23354.90170406104,23277.170715305805,23347.955755502073,8890,2026-01-15 11:01:45 IST,141,TradingView (REAL-TIME),589,2s
BANKNIFTY,25764.703387661648,25765.403107486425,25701.907858499326,25707.862202028842,6994,2026-01-15 11:01:45 IST,492,TradingView (REAL-TIME),590,2s
NIFTY,23347.955755502073,23357.76550301962,23277.62559927683,23278.527882942075,2931,2026-01-15 11:01:47 IST,495,TradingView (REAL-TIME),591,2s
BANKNIFTY,25707.862202028842,25709.339056706453,25634.007470712382,25643.16069176937,9521,2026-01-15 11:01:47 IST,240,TradingView (REAL-TIME),592,2s
NIFTY,23278.527882942075,23297.095794274683,23275.006702729996,23293.0810886755,4683,2026-01-15 11:01:49 IST,12,TradingView (REAL-TIME),593,2s
BANKNIFTY,25643.16069176937,25701.415133269722,25641.039581897607,25696.405336374686,2908,2026-01-15 11:01:49 IST,256,TradingView (REAL-TIME),594,2s
NIFTY,23293.0810886755,23303.035163585337,23255.06559738495,23262.182457801024,4144,2026-01-15 11:01:51 IST,203,TradingView (REAL-TIME),595,2s
BANKNIFTY,25696.405336374686,25734.668393961576,25695.31031795451,25731.670190455072,2463,2026-01-15 11:01:51 IST,41,TradingView (REAL-TIME),596,2s
NIFTY,23262.182457801024,23313.91654166971,23252.942167909147,23310.585993329678,3641,2026-01-15 11:01:53 IST,335,TradingView (REAL-TIME),597,2s
BANKNIFTY,25731.670190455072,25752.952718546734,25730.530022753588,25749.376856692954,1731,2026-01-15 11:01:53 IST,135,TradingView (REAL-TIME),598,2s
NIFTY,23310.585993329678,23311.126649748694,23268.949208867834,23268.987214613033,2938,2026-01-15 11:01:55 IST,480,TradingView (REAL-TIME),599,2s
BANKNIFTY,25749.376856692954,25792.653135816156,25744.680213734846,25791.281070783425,3706,2026-01-15 11:01:55 IST,341,TradingView (REAL-TIME),600,2s
NIFTY,23268.987214613033,23322.821243552386,23266.734878790332,23321.676233788265,3731,2026-01-15 11:01:57 IST,208,TradingView (REAL-TIME),601,2s
BANKNIFTY,25791.281070783425,25862.867351619017,25782.390886152654,25860.14375830661,4620,2026-01-15 11:01:57 IST,99,TradingView (REAL-TIME),602,2s
NIFTY,23321.676233788265,23322.225862546224,23272.198993966744,23273.29317254052,3994,2026-01-15 11:01:59 IST,293,TradingView (REAL-TIME),603,2s
BANKNIFTY,25860.14375830661,25864.33297768957,25798.529345899133,25803.568814361137,7372,2026-01-15 11:01:59 IST,447,TradingView (REAL-TIME),604,2s
NIFTY,23273.29317254052,23288.411939042362,23268.899017047494,23278.830797180206,7456,2026-01-15 11:02:01 IST,25,TradingView (REAL-TIME),605,2s
BANKNIFTY,25803.568814361137,25851.74289538079,25802.266179089333,25844.11602905387,2989,2026-01-15 11:02:01 IST,281,TradingView (REAL-TIME),606,2s
NIFTY,23278.830797180206,23285.189784820108,23269.725328129214,23272.054327003454,5490,2026-01-15 11:02:03 IST,205,TradingView (REAL-TIME),607,2s
BANKNIFTY,25844.11602905387,25877.829832153,25839.725912972157,25869.366517407783,7031,2026-01-15 11:02:03 IST,477,TradingView (REAL-TIME),608,2s
NIFTY,23272.054327003454,23277.156700096228,23246.93359674077,23255.698540610643,5741,2026-01-15 11:02:05 IST,159,TradingView (REAL-TIME),609,2s
BANKNIFTY,25869.366517407783,25920.121557292314,25860.27158394043,25916.33590108758,4896,2026-01-15 11:02:05 IST,270,TradingView (REAL-TIME),610,2s
NIFTY,23255.698540610643,23292.68613663202,23248.566382452398,23290.319843639212,8116,2026-01-15 11:02:08 IST,329,TradingView (REAL-TIME),611,2s
BANKNIFTY,25916.33590108758,25926.19105252945,25840.633675362726,25848.95072006161,9105,2026-01-15 11:02:08 IST,280,TradingView (REAL-TIME),612,2s
NIFTY,23290.319843639212,23298.834184580013,23211.4307303869,23220.960113130393,9876,2026-01-15 11:02:10 IST,281,TradingView (REAL-TIME),613,2s
BANKNIFTY,25848.95072006161,25904.624912052022,25846.322036843012,25901.03875510412,2018,2026-01-15 11:02:10 IST,254,TradingView (REAL-TIME),614,2s
NIFTY,23220.960113130393,23292.18456056396,23213.692025129327,23284.673641678124,3359,2026-01-15 11:02:12 IST,43,TradingView (REAL-TIME),615,2s
BANKNIFTY,25901.03875510412,25913.77756007182,25895.180130533357,25910.937200388234,6737,2026-01-15 11:02:12 IST,375,TradingView (REAL-TIME),616,2s
NIFTY,23284.673641678124,23285.696757482827,23260.698778792215,23265.977378974374,5841,2026-01-15 11:02:14 IST,109,TradingView (REAL-TIME),617,2s
BANKNIFTY,25910.937200388234,25912.13021238475,25884.015464001484,25887.77442641594,5692,2026-01-15 11:02:14 IST,468,TradingView (REAL-TIME),618,2s
NIFTY,23265.977378974374,23266.65677915547,23203.26485437647,23209.048055954085,8093,2026-01-15 11:02:16 IST,220,TradingView (REAL-TIME),619,2s
BANKNIFTY,25887.77442641594,25894.761517351984,25847.898765122427,25852.27213422218,5832,2026-01-15 11:02:16 IST,146,TradingView (REAL-TIME),620,2s
NIFTY,23209.048055954085,23215.589673539827,23145.98538752426,23152.479801599675,4562,2026-01-15 11:02:18 IST,60,TradingView (REAL-TIME),621,2s
BANKNIFTY,25852.27213422218,25921.89189124547,25842.503676510943,25919.47178397,8741,2026-01-15 11:02:18 IST,346,TradingView (REAL-TIME),622,2s
NIFTY,23152.479801599675,23200.02204834784,23144.368910409925,23196.264600888404,1782,2026-01-15 11:02:20 IST,79,TradingView (REAL-TIME),623,2s
BANKNIFTY,25919.47178397,25924.35506208453,25878.51352618624,25881.71907513825,9391,2026-01-15 11:02:20 IST,282,TradingView (REAL-TIME),624,2s
NIFTY,23196.264600888404,23200.528835787532,23142.04714003068,23149.80914060351,2860,2026-01-15 11:02:22 IST,60,TradingView (REAL-TIME),625,2s
BANKNIFTY,25881.71907513825,25889.96685989366,25798.41680130176,25807.39971148112,7674,2026-01-15 11:02:22 IST,65,TradingView (REAL-TIME),626,2s
NIFTY,23149.80914060351,23150.211919660876,23091.605428685536,23096.486072514464,1246,2026-01-15 11:02:24 IST,454,TradingView (REAL-TIME),627,2s
BANKNIFTY,25807.39971148112,25884.419415781038,25799.759464007115,25877.001989899418,8310,2026-01-15 11:02:24 IST,148,TradingView (REAL-TIME),628,2s
NIFTY,23096.486072514464,23126.80140993074,23088.20447429145,23118.163280102945,3280,2026-01-15 11:02:26 IST,292,TradingView (REAL-TIME),629,2s
BANKNIFTY,25877.001989899418,25946.65302388852,25874.869171248396,25945.93855850056,1283,2026-01-15 11:02:26 IST,239,TradingView (REAL-TIME),630,2s
NIFTY,23118.163280102945,23127.215400485937,23063.42607537215,23063.907557270704,6424,2026-01-15 11:02:28 IST,304,TradingView (REAL-TIME),631,2s
BANKNIFTY,25945.93855850056,26009.457329235946,25945.89497007664,26006.704497789844,7768,2026-01-15 11:02:28 IST,195,TradingView (REAL-TIME),632,2s
NIFTY,23063.907557270704,23065.576827966557,23048.806857458214,23052.12327161278,7106,2026-01-15 11:02:30 IST,245,TradingView (REAL-TIME),633,2s
BANKNIFTY,26006.704497789844,26015.157741895637,26000.49901278712,26007.659956745465,9419,2026-01-15 11:02:30 IST,426,TradingView (REAL-TIME),634,2s
NIFTY,23052.12327161278,23074.00486370755,23045.501707994983,23070.34585201774,3031,2026-01-15 11:02:32 IST,216,TradingView (REAL-TIME),635,2s
BANKNIFTY,26007.659956745465,26068.758422941584,26006.866450910915,26063.463174875218,7679,2026-01-15 11:02:33 IST,258,TradingView (REAL-TIME),636,2s
NIFTY,23070.34585201774,23078.305310881227,23002.29724291392,23004.792480660883,7332,2026-01-15 11:02:35 IST,160,TradingView (REAL-TIME),637,2s
BANKNIFTY,26063.463174875218,26065.612787120248,25984.115376678496,25988.826243947053,6207,2026-01-15 11:02:35 IST,102,TradingView (REAL-TIME),638,2s
NIFTY,23004.792480660883,23007.694010733638,23002.162322816926,23006.95007059919,5408,2026-01-15 11:02:37 IST,48,TradingView (REAL-TIME),639,2s
BANKNIFTY,25988.826243947053,26064.65985778311,25984.420168205772,26061.44792093479,8655,2026-01-15 11:02:37 IST,487,TradingView (REAL-TIME),640,2s
NIFTY,23006.95007059919,23010.668809588857,23005.923477260967,23009.87819813951,5442,2026-01-15 11:02:39 IST,295,TradingView (REAL-TIME),641,2s
BANKNIFTY,26061.44792093479,26102.20795641335,26054.936181536967,26099.77495117975,8899,2026-01-15 11:02:39 IST,207,TradingView (REAL-TIME),642,2s
NIFTY,23009.87819813951,23042.26075648532,23003.575656038138,23034.322676720447,4696,2026-01-15 11:02:41 IST,445,TradingView (REAL-TIME),643,2s
BANKNIFTY,26099.77495117975,26181.147842347338,26098.212228326083,26174.253430721736,5644,2026-01-15 11:02:41 IST,216,TradingView (REAL-TIME),644,2s
NIFTY,23034.322676720447,23039.51341670048,22987.71332998141,22988.891076072046,1809,2026-01-15 11:02:43 IST,187,TradingView (REAL-TIME),645,2s
BANKNIFTY,26174.253430721736,26231.04080648375,26173.858018758452,26224.186029712313,1147,2026-01-15 11:02:43 IST,342,TradingView (REAL-TIME),646,2s
NIFTY,22988.891076072046,22990.127478453727,22972.388132518092,22976.668536259545,4561,2026-01-15 11:02:45 IST,149,TradingView (REAL-TIME),647,2s
BANKNIFTY,26224.186029712313,26227.080437616823,26154.85250747675,26155.55975371132,5694,2026-01-15 11:02:45 IST,114,TradingView (REAL-TIME),648,2s
NIFTY,22976.668536259545,22977.156712658445,22919.356656273096,22921.03283771667,4562,2026-01-15 11:02:47 IST,486,TradingView (REAL-TIME),649,2s
BANKNIFTY,26155.55975371132,26163.387770652458,26088.916344937486,26093.510767419728,4796,2026-01-15 11:02:47 IST,326,TradingView (REAL-TIME),650,2s
NIFTY,22921.03283771667,22930.297002745305,22901.370880426683,22906.56217143591,3996,2026-01-15 11:02:49 IST,78,TradingView (REAL-TIME),651,2s
